steps, health, gold, time, win
362, -91, 70, 191, 0
188, -1, 100, 101, 0
161, -92, 50, 92, 0
488, 2692, 410, 261, 1
412, -25, 30, 225, 0
910, 2974, 600, 501, 1
154, -83, 0, 83, 0
333, -85, 100, 185, 0
541, 2109, 280, 292, 1
350, -86, 0, 186, 0
187, -4, 0, 104, 0
205, -10, 0, 110, 0
365, -24, 20, 224, 0
294, -55, 20, 155, 0
988, -14, 40, 614, 0
180, -4, 0, 104, 0
270, -49, 0, 149, 0
286, -51, 0, 151, 0
393, -24, 80, 224, 0
130, -69, 40, 69, 0
179, -97, 0, 97, 0
631, 2056, 270, 346, 1
477, -96, 100, 296, 0
1037, 2080, 340, 592, 1
202, -5, 0, 105, 0
159, -90, 0, 90, 0
340, -87, 0, 187, 0
158, -2, 0, 102, 0
159, -97, 0, 97, 0
334, -81, 30, 181, 0
298, -66, 0, 166, 0
82, -43, 0, 43, 0
490, -74, 40, 274, 0
204, -11, 0, 111, 0
498, 535, 300, 267, 1
814, -1, 20, 501, 0
258, -41, 0, 141, 0
247, -30, 50, 130, 0
280, -52, 0, 152, 0
169, -100, 0, 100, 0
229, -27, 0, 127, 0
260, -43, 70, 143, 0
705, 1465, 400, 386, 1
257, -52, 50, 152, 0
594, 693, 130, 317, 1
339, -91, 30, 191, 0
274, -47, 10, 147, 0
618, 176, 130, 333, 1
222, -24, 0, 124, 0
792, 1458, 570, 459, 1
338, -93, 10, 193, 0
244, -37, 100, 137, 0
248, -32, 0, 132, 0
179, -94, 40, 94, 0
190, -1, 0, 101, 0
194, -100, 0, 100, 0
231, -31, 0, 131, 0
524, 833, 450, 293, 1
196, -5, 0, 105, 0
271, -44, 20, 144, 0
361, -8, 0, 208, 0
168, -90, 30, 90, 0
147, -80, 0, 80, 0
449, -45, 0, 245, 0
947, 2508, 140, 536, 1
419, -20, 170, 220, 0
265, -55, 60, 155, 0
255, -43, 0, 143, 0
330, -72, 190, 172, 0
494, -97, 20, 297, 0
438, -44, 140, 244, 0
336, -88, 0, 188, 0
530, -88, 100, 297, 0
937, 2092, 230, 548, 1
185, -97, 0, 97, 0
1044, -46, 380, 651, 0
176, -1, 0, 101, 0
176, -100, 0, 100, 0
558, 1723, 430, 315, 1
119, -63, 0, 63, 0
745, -92, 10, 450, 0
550, 1408, 130, 293, 1
250, -37, 10, 137, 0
310, -66, 50, 166, 0
685, 239, 160, 386, 1
601, -28, 170, 339, 0
274, -45, 0, 145, 0
138, -76, 0, 76, 0
128, -72, 0, 72, 0
729, 971, 740, 392, 1
268, -49, 0, 149, 0
301, -64, 290, 164, 0
568, 2346, 170, 311, 1
289, -66, 0, 166, 0
251, -33, 0, 133, 0
440, -40, 30, 240, 0
691, 2387, 120, 384, 1
1038, 3404, 180, 597, 1
447, -71, 0, 271, 0
361, -80, 560, 202, 0
1429, 1358, 260, 848, 1
216, -19, 0, 119, 0
105, -57, 0, 57, 0
703, -96, 50, 410, 0
628, 719, 100, 347, 1
132, -82, 0, 82, 0
358, -6, 0, 206, 0
343, -87, 90, 187, 0
559, -1, 130, 315, 0
331, -90, 140, 190, 0
231, -33, 150, 133, 0
224, -25, 30, 125, 0
384, -11, 0, 211, 0
284, -57, 30, 157, 0
790, 548, 540, 453, 1
1063, 747, 130, 618, 1
260, -44, 0, 144, 0
84, -44, 0, 44, 0
622, -72, 80, 372, 0
636, 689, 350, 365, 1
189, -1, 0, 101, 0
188, -5, 0, 105, 0
728, 132, 190, 413, 1
207, -24, 0, 124, 0
384, -7, 20, 207, 0
372, -18, 0, 218, 0
501, -77, 0, 277, 0
475, 1249, 120, 252, 1
131, -76, 0, 76, 0
355, -1, 0, 201, 0
194, -6, 0, 106, 0
102, -54, 0, 54, 0
145, -83, 0, 83, 0
287, -55, 20, 155, 0
419, -39, 50, 239, 0
236, -33, 30, 133, 0
369, -98, 170, 198, 0
146, -78, 0, 78, 0
448, -59, 130, 259, 0
253, -41, 90, 141, 0
263, -42, 0, 142, 0
88, -46, 0, 46, 0
176, -95, 70, 95, 0
645, 2948, 120, 360, 1
491, -88, 50, 288, 0
562, -88, 430, 326, 0
212, -13, 0, 113, 0
248, -37, 30, 137, 0
185, -98, 0, 98, 0
237, -31, 40, 131, 0
662, 347, 150, 357, 1
254, -42, 70, 143, 0
194, -3, 20, 103, 0
283, -50, 180, 150, 0
173, -3, 0, 103, 0
541, 1857, 330, 298, 1
201, -12, 30, 112, 0
304, -79, 30, 179, 0
604, -63, 0, 363, 0
294, -63, 110, 163, 0
503, -77, 130, 277, 0
128, -67, 0, 67, 0
402, -48, 350, 228, 0
318, -73, 0, 173, 0
233, -24, 90, 124, 0
553, 2354, 130, 302, 1
639, 656, 300, 350, 1
313, -72, 30, 172, 0
187, -7, 40, 107, 0
186, -1, 0, 101, 0
164, -90, 0, 90, 0
291, -70, 50, 170, 0
196, -1, 50, 101, 0
281, -55, 0, 155, 0
96, -48, 0, 48, 0
278, -54, 0, 154, 0
220, -19, 120, 119, 0
173, -92, 0, 92, 0
1108, 249, 410, 665, 1
330, -75, 50, 175, 0
520, 1378, 390, 273, 1
315, -72, 270, 172, 0
304, -65, 220, 165, 0
356, -2, 10, 202, 0
370, -15, 20, 215, 0
298, -60, 20, 160, 0
448, -71, 80, 271, 0
1077, 1627, 490, 630, 1
220, -15, 0, 115, 0
333, -88, 70, 188, 0
451, -47, 30, 247, 0
315, -87, 10, 187, 0
187, -1, 0, 101, 0
897, -48, 30, 548, 0
434, -86, 120, 236, 0
125, -68, 0, 68, 0
269, -46, 30, 146, 0
507, -2, 110, 302, 0
401, -25, 80, 225, 0
144, -78, 0, 78, 0
130, -68, 0, 68, 0
815, 399, 140, 460, 1
241, -32, 60, 132, 0
264, -40, 10, 140, 0
1031, 3623, 120, 588, 1
210, -11, 0, 111, 0
694, 626, 570, 375, 1
386, -1, 0, 213, 0
248, -35, 0, 135, 0
274, -48, 60, 148, 0
366, -2, 10, 202, 0
127, -67, 0, 67, 0
613, 1821, 380, 344, 1
228, -24, 0, 124, 0
665, -1, 30, 401, 0
169, -89, 70, 89, 0
334, -92, 40, 192, 0
524, 1574, 290, 285, 1
331, -86, 60, 186, 0
625, -74, 40, 374, 0
218, -20, 0, 120, 0
378, -6, 50, 206, 0
369, -6, 160, 206, 0
341, -89, 130, 189, 0
359, -1, 0, 201, 0
569, 1938, 300, 326, 1
254, -37, 0, 137, 0
328, -82, 150, 182, 0
147, -84, 0, 84, 0
359, -92, 10, 192, 0
689, -1, 70, 401, 0
198, -2, 0, 102, 0
265, -47, 0, 147, 0
523, -98, 10, 298, 0
264, -44, 60, 144, 0
500, 728, 120, 273, 1
222, -23, 0, 123, 0
161, -86, 0, 86, 0
834, 2544, 340, 469, 1
178, -1, 0, 101, 0
163, -88, 0, 88, 0
234, -35, 40, 135, 0
103, -56, 0, 56, 0
372, -6, 0, 206, 0
900, -1, 340, 534, 0
461, -94, 90, 248, 0
586, -32, 180, 332, 0
285, -58, 30, 158, 0
139, -74, 0, 74, 0
270, -57, 80, 157, 0
273, -47, 0, 147, 0
217, -14, 70, 114, 0
104, -54, 0, 54, 0
342, -85, 160, 185, 0
172, -89, 0, 89, 0
375, -13, 30, 213, 0
442, -66, 0, 266, 0
86, -45, 0, 45, 0
295, -64, 20, 164, 0
860, 1815, 190, 499, 1
580, 1998, 550, 321, 1
448, -56, 160, 256, 0
844, 1644, 200, 465, 1
204, -13, 60, 113, 0
407, -32, 40, 232, 0
397, -19, 0, 219, 0
128, -66, 0, 66, 0
124, -72, 0, 72, 0
361, -95, 0, 195, 0
580, 2394, 530, 325, 1
146, -85, 0, 85, 0
223, -14, 20, 114, 0
155, -86, 0, 86, 0
355, -1, 0, 201, 0
258, -37, 40, 137, 0
253, -38, 0, 138, 0
548, 1666, 240, 291, 1
361, -92, 60, 192, 0
141, -79, 110, 79, 0
388, -11, 60, 211, 0
414, -23, 280, 223, 0
233, -29, 0, 129, 0
333, -77, 0, 177, 0
1115, 373, 150, 658, 1
545, 697, 450, 304, 1
295, -64, 0, 164, 0
332, -86, 0, 186, 0
552, -8, 20, 308, 0
251, -40, 0, 140, 0
229, -27, 100, 127, 0
211, -17, 0, 117, 0
546, 969, 150, 301, 1
180, -97, 0, 97, 0
226, -26, 0, 126, 0
659, 1021, 110, 382, 1
358, -92, 60, 192, 0
243, -39, 30, 139, 0
366, -1, 50, 201, 0
291, -59, 50, 159, 0
363, -66, 210, 210, 0
153, -90, 40, 90, 0
187, -1, 0, 101, 0
177, -95, 0, 95, 0
182, -99, 0, 99, 0
238, -35, 0, 135, 0
261, -39, 40, 139, 0
807, -1, 20, 501, 0
264, -45, 0, 145, 0
353, -97, 70, 197, 0
345, -85, 0, 185, 0
371, -9, 10, 209, 0
373, -23, 40, 223, 0
144, -79, 10, 79, 0
299, -68, 90, 168, 0
544, 1075, 160, 299, 1
350, -93, 0, 193, 0
246, -33, 0, 133, 0
390, -17, 240, 217, 0
1143, 745, 470, 660, 1
185, -8, 0, 108, 0
335, -81, 80, 181, 0
258, -39, 20, 139, 0
152, -84, 0, 84, 0
91, -47, 0, 47, 0
173, -89, 0, 89, 0
326, -77, 50, 177, 0
245, -39, 70, 139, 0
616, 1509, 110, 349, 1
209, -7, 80, 107, 0
692, 323, 380, 379, 1
692, 795, 480, 387, 1
326, -22, 50, 172, 0
671, 941, 330, 368, 1
178, -1, 0, 101, 0
318, -73, 0, 173, 0
469, 654, 210, 256, 1
95, -52, 0, 52, 0
425, -51, 0, 251, 0
397, -10, 150, 211, 0
310, -75, 80, 175, 0
359, -99, 130, 199, 0
145, -82, 0, 82, 0
511, -5, 480, 287, 0
199, -18, 0, 118, 0
244, -27, 260, 127, 0
327, -82, 80, 182, 0
512, -2, 80, 283, 0
283, -53, 130, 153, 0
360, -2, 20, 202, 0
1084, 828, 160, 653, 1
946, 1948, 320, 553, 1
399, -21, 0, 221, 0
156, -88, 30, 88, 0
315, -72, 10, 172, 0
137, -80, 0, 80, 0
1065, 1848, 110, 620, 1
187, -1, 80, 101, 0
407, -1, 20, 226, 0
391, -20, 50, 220, 0
221, -18, 0, 118, 0
273, -51, 110, 151, 0
639, 1763, 630, 362, 1
143, -76, 0, 76, 0
219, -16, 0, 116, 0
315, -70, 0, 170, 0
201, -6, 0, 106, 0
275, -56, 0, 156, 0
269, -54, 70, 154, 0
279, -50, 220, 150, 0
249, -28, 30, 128, 0
384, -7, 130, 207, 0
207, -18, 0, 118, 0
346, -83, 70, 183, 0
165, -87, 20, 87, 0
178, -1, 0, 101, 0
340, -98, 0, 198, 0
793, -76, 40, 476, 0
603, 85, 230, 336, 1
348, -98, 0, 198, 0
437, -43, 0, 243, 0
1017, 76, 120, 602, 1
841, 1645, 160, 468, 1
220, -18, 0, 118, 0
211, -26, 0, 126, 0
125, -67, 0, 67, 0
243, -31, 20, 131, 0
249, -44, 0, 144, 0
714, 1557, 140, 397, 1
166, -99, 0, 99, 0
350, -97, 70, 197, 0
320, -71, 0, 171, 0
295, -72, 70, 172, 0
131, -69, 0, 69, 0
337, -94, 0, 194, 0
411, -32, 10, 232, 0
193, -8, 0, 108, 0
190, -101, 0, 101, 0
82, -43, 0, 43, 0
298, -61, 40, 161, 0
778, 3542, 380, 439, 1
768, 1116, 110, 437, 1
296, -62, 20, 162, 0
84, -46, 0, 46, 0
361, -88, 160, 192, 0
288, -53, 0, 153, 0
720, -24, 110, 424, 0
482, 2199, 290, 255, 1
213, -11, 0, 111, 0
225, -21, 0, 121, 0
559, -30, 10, 330, 0
238, -31, 40, 131, 0
621, -74, 30, 374, 0
461, -62, 0, 262, 0
301, -59, 60, 159, 0
100, -51, 0, 51, 0
499, -77, 0, 277, 0
364, -4, 150, 204, 0
88, -47, 0, 47, 0
648, 438, 430, 365, 1
136, -72, 40, 72, 0
340, -94, 40, 194, 0
140, -73, 0, 73, 0
240, -41, 0, 141, 0
402, -16, 40, 216, 0
505, 732, 190, 280, 1
298, -67, 40, 167, 0
374, -14, 50, 214, 0
363, -97, 10, 197, 0
366, -5, 30, 205, 0
351, -89, 0, 189, 0
660, 3035, 190, 367, 1
686, -101, 30, 401, 0
1187, 2211, 330, 694, 1
292, -53, 50, 153, 0
595, 1897, 830, 330, 1
163, -88, 0, 88, 0
742, 583, 510, 439, 1
424, -33, 90, 233, 0
416, -33, 10, 233, 0
236, -32, 40, 132, 0
603, -54, 20, 354, 0
242, -33, 0, 133, 0
259, -35, 300, 138, 0
291, -70, 0, 170, 0
503, -70, 600, 273, 0
290, -56, 0, 156, 0
234, -33, 0, 133, 0
513, -96, 60, 296, 0
217, -18, 0, 118, 0
77, -41, 0, 41, 0
749, -35, 110, 438, 0
401, -43, 70, 243, 0
450, -71, 40, 271, 0
368, -1, 80, 201, 0
471, 2693, 220, 258, 1
236, -27, 60, 127, 0
449, -54, 10, 254, 0
285, -56, 90, 156, 0
621, 768, 430, 348, 1
712, 2002, 140, 399, 1
531, 1013, 250, 288, 1
395, -15, 90, 215, 0
310, -72, 10, 172, 0
871, 1651, 310, 502, 1
248, -32, 0, 132, 0
510, -74, 60, 274, 0
357, -95, 0, 195, 0
334, -84, 0, 184, 0
407, -32, 120, 233, 0
266, -44, 0, 144, 0
278, -56, 0, 156, 0
1294, 1040, 140, 773, 1
242, -31, 20, 131, 0
349, -85, 10, 185, 0
332, -83, 30, 183, 0
231, -20, 40, 120, 0
121, -65, 0, 65, 0
135, -83, 30, 83, 0
218, -15, 20, 115, 0
406, -35, 60, 235, 0
206, -13, 50, 113, 0
863, 1585, 120, 516, 1
401, -28, 140, 228, 0
299, -67, 80, 167, 0
335, -87, 160, 187, 0
257, -40, 0, 140, 0
165, -86, 0, 86, 0
297, -60, 0, 160, 0
301, -65, 0, 165, 0
140, -79, 0, 79, 0
752, -65, 230, 468, 0
378, -11, 30, 211, 0
188, -100, 0, 100, 0
992, -92, 30, 592, 0
275, -52, 80, 152, 0
1602, -34, 50, 998, 0
173, -92, 0, 92, 0
464, -56, 170, 256, 0
273, -47, 130, 147, 0
168, -89, 0, 89, 0
330, -88, 70, 188, 0
195, -4, 0, 104, 0
862, 521, 140, 503, 1
637, 2451, 300, 352, 1
176, -1, 20, 101, 0
409, -35, 20, 235, 0
290, -72, 0, 172, 0
282, -57, 80, 157, 0
424, -34, 10, 234, 0
265, -54, 20, 154, 0
140, -77, 0, 77, 0
330, -83, 70, 183, 0
107, -57, 0, 57, 0
434, -31, 200, 231, 0
207, -13, 40, 113, 0
351, -100, 20, 200, 0
261, -43, 10, 143, 0
465, -58, 0, 258, 0
194, -9, 0, 109, 0
185, -100, 0, 100, 0
474, -71, 40, 271, 0
504, -78, 150, 278, 0
541, 2167, 410, 286, 1
288, -57, 20, 157, 0
259, -42, 170, 142, 0
314, -75, 0, 175, 0
167, -93, 0, 93, 0
657, 1346, 410, 362, 1
339, -84, 20, 184, 0
183, -2, 0, 102, 0
791, 571, 500, 430, 1
2162, 874, 140, 1297, 1
575, -89, 240, 336, 0
348, -92, 0, 192, 0
163, -87, 0, 87, 0
183, -2, 0, 102, 0
135, -75, 0, 75, 0
248, -38, 0, 138, 0
321, -90, 60, 190, 0
132, -69, 0, 69, 0
1308, -1, 200, 803, 0
168, -89, 0, 89, 0
189, -1, 0, 101, 0
209, -14, 0, 114, 0
308, -71, 120, 171, 0
305, -69, 50, 169, 0
275, -51, 20, 151, 0
955, -28, 30, 578, 0
498, -82, 60, 282, 0
298, -69, 0, 169, 0
305, -65, 0, 165, 0
243, -31, 70, 131, 0
372, -5, 20, 205, 0
376, -100, 170, 206, 0
390, -17, 60, 217, 0
275, -54, 0, 154, 0
235, -36, 40, 136, 0
87, -45, 0, 45, 0
376, -16, 510, 216, 0
300, -62, 0, 162, 0
449, -11, 40, 261, 0
155, -85, 0, 85, 0
210, -13, 40, 113, 0
261, -38, 30, 138, 0
295, -67, 110, 167, 0
133, -70, 0, 70, 0
322, -67, 220, 170, 0
669, 647, 200, 378, 1
132, -71, 0, 71, 0
200, -10, 40, 110, 0
407, -57, 180, 228, 0
714, -23, 180, 412, 0
96, -50, 0, 50, 0
149, -87, 30, 87, 0
292, -50, 120, 150, 0
352, -96, 0, 196, 0
179, -1, 0, 101, 0
252, -38, 0, 138, 0
404, -16, 10, 216, 0
526, 1114, 130, 291, 1
218, -21, 0, 121, 0
272, -51, 90, 151, 0
790, -66, 20, 466, 0
345, -87, 0, 187, 0
208, -14, 0, 114, 0
269, -55, 20, 155, 0
875, 507, 590, 494, 1
340, -80, 70, 180, 0
689, 613, 550, 388, 1
492, 447, 400, 269, 1
337, -91, 60, 191, 0
743, 2822, 360, 392, 1
140, -75, 0, 75, 0
627, 2751, 370, 354, 1
465, -64, 40, 264, 0
329, -76, 0, 176, 0
601, 179, 270, 338, 1
473, -65, 350, 265, 0
73, -38, 0, 38, 0
494, -93, 40, 293, 0
490, -85, 90, 285, 0
123, -68, 0, 68, 0
300, -59, 270, 159, 0
362, -101, 240, 201, 0
181, -97, 40, 97, 0
117, -64, 0, 64, 0
533, -1, 110, 305, 0
162, -88, 0, 88, 0
352, -92, 10, 192, 0
1070, 2888, 310, 625, 1
301, -58, 70, 158, 0
317, -71, 80, 171, 0
282, -53, 0, 153, 0
490, 439, 320, 273, 1
267, -43, 50, 143, 0
558, -41, 20, 341, 0
269, -37, 250, 137, 0
532, -85, 290, 285, 0
406, -36, 90, 236, 0
241, -29, 50, 129, 0
182, -16, 0, 116, 0
582, -45, 130, 345, 0
567, 1034, 160, 322, 1
388, -20, 20, 220, 0
185, -98, 0, 98, 0
569, -26, 50, 326, 0
895, -41, 150, 541, 0
114, -61, 0, 61, 0
353, -99, 40, 199, 0
299, -65, 50, 165, 0
216, -15, 0, 115, 0
358, -93, 30, 193, 0
307, -62, 60, 162, 0
338, -82, 0, 182, 0
252, -35, 0, 135, 0
580, -1, 200, 320, 0
439, -58, 90, 258, 0
823, 63, 210, 460, 1
379, -99, 30, 199, 0
174, -94, 0, 94, 0
994, -1, 40, 601, 0
800, 2870, 350, 441, 1
282, -55, 0, 155, 0
564, -24, 20, 324, 0
236, -31, 30, 131, 0
178, -94, 60, 94, 0
341, -95, 30, 195, 0
235, -24, 0, 124, 0
197, -4, 70, 104, 0
740, -38, 50, 438, 0
509, 2215, 110, 288, 1
769, 1979, 140, 422, 1
268, -51, 60, 151, 0
294, -63, 0, 163, 0
406, -21, 50, 221, 0
889, -19, 50, 503, 0
590, 1623, 580, 343, 1
481, -6, 10, 268, 0
380, -22, 190, 222, 0
208, -7, 60, 107, 0
361, -94, 20, 194, 0
215, -9, 0, 109, 0
235, -29, 30, 129, 0
312, -75, 70, 175, 0
112, -62, 0, 62, 0
481, -71, 150, 271, 0
393, -7, 110, 207, 0
419, -22, 50, 222, 0
145, -76, 0, 76, 0
269, -42, 60, 142, 0
393, -38, 30, 238, 0
287, -54, 30, 154, 0
297, -60, 70, 160, 0
344, -97, 0, 197, 0
239, -25, 180, 125, 0
379, -5, 30, 205, 0
188, -1, 0, 101, 0
165, -90, 90, 90, 0
332, -91, 20, 191, 0
327, -74, 240, 174, 0
104, -54, 0, 54, 0
274, -50, 0, 150, 0
369, -3, 50, 203, 0
656, -47, 370, 359, 0
461, -72, 0, 272, 0
781, -75, 50, 475, 0
344, -1, 20, 201, 0
307, -71, 130, 171, 0
484, -72, 10, 272, 0
533, 215, 190, 294, 1
1141, 2493, 240, 664, 1
183, -95, 50, 95, 0
457, -23, 10, 273, 0
99, -52, 0, 52, 0
297, -63, 0, 163, 0
320, -81, 0, 181, 0
845, 1568, 370, 494, 1
435, -37, 70, 237, 0
534, 912, 530, 291, 1
364, -7, 40, 207, 0
567, 1750, 320, 312, 1
475, -41, 270, 247, 0
472, -79, 20, 279, 0
1006, 2107, 740, 581, 1
353, -3, 110, 203, 0
92, -48, 0, 48, 0
210, -19, 0, 119, 0
589, -23, 40, 331, 0
137, -72, 0, 72, 0
127, -69, 0, 69, 0
288, -56, 50, 156, 0
373, -1, 170, 201, 0
210, -11, 0, 111, 0
310, -70, 0, 170, 0
324, -72, 0, 172, 0
102, -57, 0, 57, 0
611, 383, 340, 336, 1
421, 1417, 130, 234, 1
113, -65, 0, 65, 0
128, -74, 0, 74, 0
136, -75, 0, 75, 0
247, -36, 0, 136, 0
177, -92, 0, 92, 0
375, -5, 160, 205, 0
342, -84, 20, 184, 0
1065, 1848, 110, 610, 1
855, -1, 80, 501, 0
129, -66, 0, 66, 0
1680, 1045, 150, 1023, 1
111, -58, 0, 58, 0
160, -88, 0, 88, 0
749, 90, 350, 426, 1
361, -1, 140, 201, 0
234, -29, 40, 129, 0
596, 186, 120, 319, 1
541, -1, 90, 301, 0
706, 121, 310, 405, 1
319, -80, 100, 180, 0
1116, -1, 20, 649, 0
447, -71, 20, 271, 0
586, -5, 490, 310, 0
145, -78, 0, 78, 0
344, -87, 0, 187, 0
262, -38, 0, 138, 0
1266, -79, 140, 779, 0
282, -63, 0, 163, 0
1210, 1395, 120, 725, 1
479, -81, 20, 281, 0
342, -81, 320, 181, 0
205, -11, 160, 111, 0
131, -75, 0, 75, 0
722, 218, 140, 399, 1
171, -93, 0, 93, 0
361, -99, 90, 199, 0
583, 287, 360, 314, 1
298, -65, 120, 165, 0
846, 3444, 150, 467, 1
682, -36, 290, 384, 0
353, -91, 300, 191, 0
205, -11, 0, 111, 0
556, -21, 20, 321, 0
622, -85, 140, 341, 0
391, -11, 10, 211, 0
711, 619, 400, 382, 1
308, -71, 30, 171, 0
426, -39, 100, 241, 0
221, -19, 0, 119, 0
208, -14, 20, 114, 0
502, -92, 90, 292, 0
305, -75, 0, 175, 0
570, 1849, 200, 313, 1
278, -42, 160, 142, 0
322, -78, 60, 178, 0
594, 1894, 180, 327, 1
311, -65, 0, 165, 0
224, -19, 30, 119, 0
618, -52, 20, 352, 0
322, -78, 50, 178, 0
171, -1, 0, 101, 0
542, -1, 10, 313, 0
106, -56, 0, 56, 0
802, 2094, 280, 459, 1
745, -46, 140, 447, 0
256, -43, 0, 143, 0
665, 949, 250, 370, 1
420, -34, 20, 234, 0
1318, 1434, 200, 785, 1
426, -38, 150, 238, 0
148, -84, 0, 84, 0
569, 1699, 180, 302, 1
296, -60, 70, 160, 0
300, -61, 0, 161, 0
220, -16, 0, 116, 0
242, -32, 40, 132, 0
337, -1, 0, 201, 0
271, -54, 30, 154, 0
189, -1, 0, 101, 0
374, -1, 220, 201, 0
288, -60, 70, 160, 0
362, -1, 60, 201, 0
592, 728, 300, 325, 1
101, -54, 0, 54, 0
266, -46, 130, 146, 0
83, -44, 0, 44, 0
155, -86, 0, 86, 0
169, -97, 0, 97, 0
144, -76, 0, 76, 0
73, -38, 0, 38, 0
187, -1, 0, 101, 0
396, -78, 40, 228, 0
427, -34, 10, 238, 0
343, -89, 20, 189, 0
184, -1, 0, 101, 0
319, -73, 0, 173, 0
1081, -20, 510, 645, 0
64, -33, 0, 33, 0
459, -54, 170, 254, 0
359, -3, 0, 203, 0
292, -51, 380, 151, 0
153, -88, 0, 88, 0
211, -12, 30, 112, 0
361, -97, 130, 197, 0
913, 2041, 260, 522, 1
148, -81, 0, 81, 0
498, -86, 10, 286, 0
299, -64, 0, 164, 0
593, 2622, 300, 334, 1
279, -56, 80, 156, 0
234, -25, 100, 125, 0
298, -54, 130, 154, 0
227, -22, 30, 122, 0
229, -26, 70, 126, 0
150, -88, 0, 88, 0
731, 1710, 210, 422, 1
210, -18, 20, 118, 0
305, -65, 0, 165, 0
256, -42, 0, 142, 0
650, 248, 250, 367, 1
356, -1, 0, 201, 0
437, -41, 70, 241, 0
330, -82, 0, 182, 0
615, 1523, 320, 332, 1
145, -88, 0, 88, 0
878, -23, 240, 519, 0
120, -69, 0, 69, 0
275, -49, 0, 149, 0
273, -59, 60, 159, 0
591, 2336, 280, 322, 1
326, -78, 70, 178, 0
585, -62, 0, 362, 0
225, -25, 0, 125, 0
526, -2, 30, 302, 0
184, -1, 20, 101, 0
716, 606, 440, 395, 1
236, -25, 0, 125, 0
280, -58, 100, 158, 0
282, -51, 0, 151, 0
245, -33, 0, 133, 0
522, -30, 660, 304, 0
690, -36, 10, 436, 0
105, -56, 0, 56, 0
162, -86, 0, 86, 0
643, -68, 90, 368, 0
234, -31, 0, 131, 0
985, 1581, 670, 576, 1
262, -41, 90, 141, 0
283, -61, 40, 161, 0
168, -94, 0, 94, 0
583, 324, 140, 342, 1
333, -80, 50, 180, 0
294, -77, 20, 177, 0
1034, 2849, 110, 603, 1
304, -70, 30, 170, 0
639, 649, 560, 352, 1
157, -82, 0, 82, 0
423, -39, 20, 239, 0
266, -43, 10, 143, 0
147, -77, 0, 77, 0
476, -69, 130, 269, 0
548, 304, 220, 297, 1
697, 132, 160, 396, 1
274, -51, 0, 151, 0
764, -73, 30, 473, 0
172, -98, 0, 98, 0
827, 1553, 150, 458, 1
338, -90, 20, 190, 0
296, -61, 0, 161, 0
292, -64, 0, 164, 0
352, -9, 0, 209, 0
189, -2, 50, 102, 0
608, -51, 150, 351, 0
733, 3261, 340, 398, 1
226, -20, 140, 120, 0
693, 1972, 390, 382, 1
648, 2648, 150, 359, 1
359, -94, 40, 194, 0
677, -42, 10, 392, 0
566, 309, 180, 311, 1
207, -18, 0, 118, 0
961, 1852, 150, 560, 1
799, 677, 510, 436, 1
563, 2302, 150, 302, 1
225, -16, 60, 116, 0
373, -28, 10, 228, 0
198, -14, 0, 114, 0
405, -28, 50, 228, 0
239, -28, 0, 128, 0
377, -8, 140, 208, 0
312, -61, 300, 164, 0
110, -59, 0, 59, 0
282, -61, 0, 161, 0
675, 2348, 280, 378, 1
144, -77, 0, 77, 0
744, -87, 50, 437, 0
485, 1695, 510, 258, 1
402, -21, 30, 221, 0
494, -84, 50, 284, 0
331, -73, 30, 174, 0
266, -45, 30, 145, 0
1152, 1655, 480, 659, 1
298, -58, 40, 158, 0
245, -31, 110, 131, 0
258, -40, 0, 140, 0
532, 1778, 210, 293, 1
940, 472, 640, 529, 1
230, -23, 0, 123, 0
730, 209, 380, 407, 1
495, 1486, 160, 278, 1
303, -62, 50, 162, 0
531, -1, 10, 301, 0
398, -23, 60, 223, 0
110, -58, 0, 58, 0
97, -51, 0, 51, 0
458, -71, 110, 271, 0
197, -1, 40, 101, 0
679, -11, 220, 376, 0
433, -42, 0, 242, 0
194, -4, 0, 104, 0
409, -39, 160, 239, 0
820, 667, 760, 463, 1
316, -78, 20, 178, 0
346, -1, 60, 201, 0
142, -83, 0, 83, 0
381, -17, 0, 217, 0
256, -38, 90, 138, 0
89, -46, 0, 46, 0
107, -56, 0, 56, 0
464, -1, 280, 260, 0
372, -49, 20, 202, 0
264, -49, 80, 149, 0
317, -71, 30, 171, 0
212, -17, 90, 117, 0
445, -56, 50, 256, 0
102, -57, 0, 57, 0
190, -1, 0, 101, 0
190, -1, 0, 101, 0
98, -54, 0, 54, 0
270, -56, 80, 156, 0
333, -90, 50, 190, 0
340, -88, 20, 188, 0
108, -64, 0, 64, 0
698, -36, 30, 386, 0
572, -28, 130, 328, 0
222, -21, 100, 121, 0
119, -62, 0, 62, 0
244, -35, 0, 135, 0
844, -7, 30, 507, 0
188, -101, 0, 101, 0
258, -40, 10, 140, 0
331, -82, 60, 182, 0
207, -17, 0, 117, 0
249, -41, 0, 141, 0
684, -86, 70, 386, 0
192, -1, 0, 101, 0
401, -14, 40, 214, 0
315, -73, 30, 173, 0
380, -1, 110, 201, 0
689, 109, 390, 394, 1
180, -100, 0, 100, 0
138, -71, 0, 71, 0
109, -61, 0, 61, 0
117, -72, 0, 72, 0
82, -43, 0, 43, 0
485, -71, 120, 271, 0
375, -9, 0, 209, 0
302, -68, 10, 168, 0
1199, -82, 30, 733, 0
966, -36, 350, 570, 0
533, -48, 10, 301, 0
134, -74, 0, 74, 0
