[987.6, 352.8, 870.8, 1763.4, 1163.2, 1020.2, 324.6, 926.4, 970.0, 1895.6, 415.0, 415.0, 524.6, 846.4, 429.4, 416.0, 759.8, 685.4, 453.8, 1261.8, 772.6, 1331.2, 822.8, 397.4, 443.8, 721.8, 904.2, 1812.2, 1019.0, 417.0, 823.4, 726.8, 1312.2, 737.8, 421.0, 1363.0, 803.0, 2007.6, 1664.4, 1084.2, 725.4, 870.4, 735.8, 1905.6, 1836.0, 1540.4, 622.8, 673.2, 838.2, 805.4]
[435.22, 481.58, 365.2, 392.32, 324.84, 373.16, 492.2, 426.06, 653.38, 471.02, 494.0, 506.74, 551.58, 473.14, 544.48, 488.4, 176.14, 396.68, 500.1, 302.04, 354.66, 354.52, 397.62, 528.44, 481.64, 379.0, 355.5, 355.08, 361.24, 515.18, 510.42, 579.58, 360.9, 358.74, 508.84, 517.72, 348.8, 312.4, 343.24, 732.34, 410.66, 147.6, 370.02, 282.68, 440.64, 287.74, 527.96, 338.64, 405.68, 352.26]
[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
